Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score
STU_06353,14,Female,High School,6.92,3.2,4.34,1.87,56.16,92.61
STU_06354,14,Female,High School,2.45,4.34,6.4,2.1,79.96,92.14
STU_06355,17,Non-binary,High School,5.96,4.92,7.48,0.44,86.23,83.11
STU_06356,17,Male,High School,5.24,4.52,4.34,0.52,64.36,75.26
STU_06357,25,Female,University,0.86,0,9.03,2.34,79.63,94.37
STU_06358,19,Female,College,8.36,3.39,7.66,1.07,58.93,85.76
STU_06359,24,Female,University,6.55,3.89,3.85,0.42,58.25,79.71
STU_06360,14,Female,High School,8.18,4.16,7.35,2.31,64.86,79.26
STU_06361,23,Male,University,7.12,3.15,4.45,0,54.59,74.21
STU_06362,25,Female,University,5.37,2.58,6.97,2.03,61.64,85.45
STU_06363,19,Female,College,7.2,1.97,8.09,3.83,77.78,97.43
STU_06364,17,Female,High School,1.16,1.07,7.67,0,71.45,97.86
STU_06365,18,Male,College,9.46,1.36,6.59,0,77.53,65.88
STU_06366,20,Male,College,6.36,4.99,7.02,3.01,86.42,98.59
STU_06367,22,Male,University,0,3.79,10.83,1.61,88.55,98.28
STU_06368,25,Female,University,0.76,3.99,6.26,1.7,66.56,99.17
STU_06369,24,Female,University,5.22,1.48,8.06,1.83,81.42,97.4
STU_06370,16,Male,High School,2.28,3.46,5.29,0,72.61,97.08
STU_06371,25,Female,University,5.8,5.81,4.59,2.18,67.56,92.47
STU_06372,19,Male,College,2.04,2.75,7.35,0.05,56.96,93.06
STU_06373,18,Male,College,1.32,3.92,8.06,2.39,82.84,98.69
STU_06374,22,Female,University,3.15,1.59,7.6,0,78.48,84.44
STU_06375,14,Female,High School,12.67,1.8,4.94,1.06,70.55,78.46
STU_06376,20,Male,College,1.76,3.01,6.48,1.57,87.38,99.16
STU_06377,22,Male,University,7.64,1.25,5.21,1.38,67.62,96.35
STU_06378,21,Female,College,2.61,1.16,7.36,3.22,80.57,97.78
STU_06379,17,Male,High School,4.28,2.2,7.26,0.89,77.68,91.16
STU_06380,22,Female,University,4.81,2.87,7.84,3.16,77.74,97.05
STU_06381,16,Female,High School,4.34,1.4,5,0,66.68,83.35
STU_06382,18,Male,College,4.62,2.8,10.86,3.73,83.21,97.5
STU_06383,20,Male,College,5.35,0.48,5.3,0.3,69.34,83.45
STU_06384,23,Female,University,0.77,2.8,5.93,2.28,78.66,99.32
STU_06385,15,Female,High School,4.17,0,6.68,1.93,73.28,99.89
STU_06386,22,Female,University,4.36,4.45,6.4,0.75,51.16,84.37
STU_06387,23,Male,University,5.89,0,7.36,2.28,73.51,98.44
STU_06388,23,Female,University,3.8,5.3,7.17,1.58,76.79,98.72
STU_06389,13,Male,High School,5.82,3.27,7.08,1.71,72.39,80.26
STU_06390,16,Female,High School,2.87,3.56,8.51,0.6,78.28,88.2
STU_06391,16,Female,High School,3.12,1.71,8.05,1.92,67.77,91.68
STU_06392,13,Male,High School,5.28,3.48,4.82,0.19,74.54,81.93
STU_06393,21,Female,College,1.93,2.84,6.46,0.82,75.75,78.1
STU_06394,15,Male,High School,3.09,0.43,6.27,0.11,51.67,81.39
STU_06395,17,Female,High School,3.26,3.89,6.39,2.24,69.54,99.92
STU_06396,18,Male,College,3.4,1,8.41,1.17,77.47,97.15
STU_06397,20,Female,College,4.64,6.71,7.05,0.02,74.72,74.02
STU_06398,18,Male,College,2.27,1.09,6.92,2.49,66.42,97.22
STU_06399,15,Female,High School,6.06,0,8.02,0,71.94,94.04
STU_06400,18,Female,College,3.82,5.55,7.57,0.33,58.12,88.6
STU_06401,13,Non-binary,High School,5.51,3.9,4.63,0.59,67.6,78.06
STU_06402,16,Female,High School,1.43,3.32,5.84,0.62,67.02,88.67
STU_06403,18,Male,College,0,1.5,7.84,2.72,77.47,98.97
STU_06404,19,Male,College,6.86,2.62,6.04,2.19,55.25,94.65
STU_06405,23,Male,University,5.02,2.22,7.44,1.87,68.75,98.67
STU_06406,25,Female,University,5.87,4.11,5.72,0,43.26,66.93
STU_06407,23,Male,University,7.79,1.43,7.18,0.3,45.57,77.63
STU_06408,22,Male,University,2.15,1.6,7.01,1.58,73.64,76.53
STU_06409,15,Male,High School,0,3.8,7.83,2.44,74.17,92.51
STU_06410,21,Female,College,6.95,4.89,6.44,0.67,69.04,87.43
STU_06411,24,Male,University,6.13,1.8,6.06,1.35,85.45,79.39
STU_06412,24,Male,University,7.26,3.66,8.09,1.77,72.63,85.4
STU_06413,19,Male,College,8.65,4.37,5.44,1.93,56.68,96.8
STU_06414,13,Female,High School,1.57,0.85,9.85,1.85,79.82,98.91
STU_06415,14,Female,High School,6.84,2,4.09,0.46,68.14,77.89
STU_06416,13,Male,High School,3.87,0,5.62,1.02,60.86,90.05
STU_06417,23,Female,University,6.92,6.21,6.13,0.39,60.62,67.74
STU_06418,21,Male,College,9.09,2.94,3.99,1.8,55.84,79.2
STU_06419,21,Male,College,4.57,4.14,5.76,0.97,67.06,79.13
STU_06420,19,Male,College,2.64,1.79,7.93,3.75,76.29,97.77
STU_06421,22,Female,University,1.11,1.61,6.96,1.11,83.06,97.25
STU_06422,15,Female,High School,0,2.31,8.15,0.18,78.01,92.99
STU_06423,25,Male,University,8.1,2.17,7.73,4,82.57,97.02
STU_06424,17,Female,High School,7.84,6.4,5.85,1.91,68.48,98.71
STU_06425,16,Male,High School,7.03,3.22,4.9,0,67.38,95.18
STU_06426,19,Non-binary,College,3.75,3.72,6.41,0,64.47,64.1
STU_06427,21,Female,College,6.47,2.54,6.21,3.53,68.51,99.68
STU_06428,24,Female,University,5.26,2.64,6.62,0,67.31,89.08
STU_06429,14,Female,High School,1.6,3.72,6.39,1.34,70.06,90.6
STU_06430,25,Non-binary,University,7.37,2.44,6.27,1.52,72,87.35
STU_06431,20,Non-binary,College,5.77,5.02,7.2,2.42,63.87,91.75
STU_06432,21,Female,College,6.34,1.02,3.42,3.46,67.38,97.68
STU_06433,22,Male,University,5.32,4.69,6.96,1.97,84.26,88.12
STU_06434,22,Male,University,4.83,4.6,5.5,3.36,78.59,90.84
STU_06435,21,Male,College,5.38,6.25,3.81,2.45,71.73,97.92
STU_06436,22,Female,University,3.79,0,4.93,2.59,66.93,98.71
STU_06437,19,Male,College,6.02,4.44,6.65,1.84,65.96,98.62
STU_06438,21,Female,College,9.38,1.31,5.63,0,64.72,81.13
STU_06439,21,Female,College,5.66,4.11,8.07,3.28,68.07,99.04
STU_06440,15,Female,High School,7.29,4.1,7.69,0.53,63.75,74.21
STU_06441,16,Male,High School,1.55,0.96,5.74,2.5,84.11,99.61
STU_06442,14,Female,High School,6.53,3.79,6.04,0,60.83,82.77
STU_06443,22,Male,University,5.77,1.89,8.12,1.87,72.72,93.45
STU_06444,15,Female,High School,7.19,1.26,5.27,2.68,79.63,87.44
STU_06445,23,Female,University,3.44,0,9.09,0,60.6,83.62
STU_06446,23,Male,University,6.96,5.04,5.82,1.52,67.78,84.86
STU_06447,17,Female,High School,2.7,2.34,7.29,0,65.57,89.41
STU_06448,17,Male,High School,7.35,0.61,6.42,0.97,57.22,79.57
STU_06449,18,Female,College,7.52,3.07,6.31,2.33,78.82,89.45
STU_06450,25,Male,University,1.74,2.69,7.95,0.75,81.82,89.1
STU_06451,19,Female,College,5.41,0.84,5.58,1.66,80.57,82.9
STU_06452,19,Male,College,3.95,0.88,7.01,1.68,82.03,97.6
STU_06453,13,Female,High School,5.72,4.49,6.36,0.4,71.29,77.85
STU_06454,14,Male,High School,4.6,2.88,6.87,0.58,80.89,72.96
STU_06455,24,Male,University,3.94,1.34,8.17,1.96,75.49,84.52
STU_06456,21,Female,College,3.05,1.81,6.87,2.32,82.14,90.99
STU_06457,22,Male,University,8.1,1.84,6.65,0,70.06,81.26
STU_06458,14,Female,High School,2.65,0,9.09,4.03,84.08,98.26
STU_06459,18,Male,College,3.14,4.2,7.55,0.8,76.65,78.67
STU_06460,23,Male,University,1.36,1.84,7.2,2.16,76.81,97.7
STU_06461,23,Female,University,6.64,2.22,5.78,1.67,71.53,89.92
STU_06462,13,Female,High School,7.09,3.51,7.64,1.17,60.26,85.64
STU_06463,15,Female,High School,5.48,4.74,4.78,0.52,47.17,87.7
STU_06464,14,Female,High School,2.57,2.86,7.43,0.72,64.87,79.29
STU_06465,15,Male,High School,0.24,0.54,7.63,1.06,78.19,77.58
STU_06466,17,Male,High School,5.9,2.05,6.9,0.34,68.79,78.17
STU_06467,23,Male,University,6.75,2.38,7.35,0,72.6,75.51
STU_06468,22,Female,University,3.23,0,6.41,2.14,86.15,87.93
STU_06469,18,Female,College,4.69,3.36,5.52,0.17,63.4,75.63
STU_06470,21,Male,College,0.57,3.68,5.47,4.79,86.85,96.9
STU_06471,24,Male,University,2.52,2.67,6.91,2.05,87.48,98.78
STU_06472,23,Male,University,5.47,1,7.81,1.11,66.65,86.45
STU_06473,22,Non-binary,University,4.24,2.88,5.67,1.91,64.92,91.99
STU_06474,24,Female,University,4.97,4.34,4.34,0,69.57,65.19
STU_06475,24,Male,University,7.35,2.11,5.23,3.31,78.09,97.87
STU_06476,25,Female,University,1.39,3.93,7.49,1.05,70.37,93.25
STU_06477,16,Male,High School,5.01,3.28,6.41,2.83,52.06,91.58
STU_06478,19,Female,College,2.8,0,7.75,1.94,85.05,93.03
STU_06479,18,Female,College,4.06,1.57,7.66,3.41,72.29,87.53
STU_06480,14,Male,High School,5.23,3.44,7.59,1.46,66.49,84.48
STU_06481,22,Female,University,1.34,2.74,6.09,0.47,77.82,94.48
STU_06482,23,Female,University,2.87,4.19,8.77,1.94,74.16,94.82
STU_06483,23,Male,University,3.47,2.93,6.7,1.45,57.87,91.97
STU_06484,23,Female,University,5.49,3.67,7.06,1.48,74.77,79.61
STU_06485,20,Male,College,7.25,1.9,6.28,1.35,69.23,93.65
STU_06486,19,Female,College,0.32,3.1,7.88,0,87.7,89.45
STU_06487,19,Male,College,2.83,0.66,6.4,2.13,84.87,81.62
STU_06488,20,Male,College,4.13,4.07,5.7,0,77.87,78.23
STU_06489,24,Female,University,4.12,2.99,6.97,1.88,66.32,95.61
STU_06490,24,Female,University,5.54,0.31,7.81,1.71,85.93,98.82
STU_06491,25,Male,University,1.4,2.09,8.67,2.71,75.15,98.5
STU_06492,23,Non-binary,University,3.99,7,5.75,1.21,66.28,97.42
STU_06493,13,Male,High School,3.47,2.16,7.83,0,69.53,87.09
STU_06494,25,Male,University,6.3,1.94,6.77,0.8,65.59,82.23
STU_06495,13,Female,High School,4.69,1.13,6.76,1.01,67.39,93.34
STU_06496,20,Male,College,3.39,0.56,7.17,2.36,85.73,96.8
STU_06497,16,Male,High School,7.54,0.74,6.26,2.89,68.75,98.08
STU_06498,17,Female,High School,3.18,6.13,6.99,2.83,75.82,98.58
STU_06499,20,Male,College,2.5,3.16,4.77,1.02,75.66,96.06
STU_06500,17,Non-binary,High School,5.97,0,4.78,0.23,67.05,66.21
STU_06501,22,Male,University,3.31,2.54,5.9,2.87,75.7,97.21
STU_06502,16,Female,High School,4.66,4.35,7.3,0.06,77.32,74.33
STU_06503,24,Male,University,8.83,3.26,6.34,0,62.67,87.07
STU_06504,18,Male,College,3.28,0.02,7.17,2.12,81.26,99.9
STU_06505,25,Female,University,2.08,3.67,8.36,0.12,80.06,86.52
STU_06506,24,Female,University,3.96,2.55,6.11,0.62,68.72,89.37
STU_06507,17,Female,High School,3.73,2.89,7.17,1.5,81.25,78.07
STU_06508,19,Male,College,6.42,5.83,5.52,1.76,72.36,76.96
STU_06509,22,Female,University,1.08,2.46,6.73,2.02,80.85,77.24
STU_06510,19,Male,College,11.22,1.24,7.54,0.25,54.57,84.7
STU_06511,25,Female,University,2.7,0,6.84,0.39,76.33,68.69
STU_06512,16,Female,High School,5.81,1.25,6.79,0,75.21,79.65
STU_06513,24,Male,University,6.84,1.15,6.34,1.02,72.43,78.63
STU_06514,25,Female,University,4.98,0,6.7,0.68,72.98,81.71
STU_06515,17,Male,High School,6.05,3.71,6.82,3.36,62.56,86.25
STU_06516,25,Female,University,4.68,3.41,5.19,0.11,55.67,73.91
STU_06517,15,Female,High School,6.08,2.46,5.04,1.18,82.1,74.52
STU_06518,16,Male,High School,3.44,0.71,6.82,0.19,71.35,73.41
STU_06519,16,Female,High School,2.87,2.95,6.51,0,68.13,88.32
STU_06520,15,Male,High School,0.05,3.63,7.97,1.71,86.03,85.73
STU_06521,25,Female,University,5.59,5.68,7.27,0,53.2,80.92
STU_06522,22,Male,University,3.64,3.13,5.35,1.36,76.67,88.38
STU_06523,17,Female,High School,5.44,3.33,5.09,0.45,70.17,81.12
STU_06524,17,Male,High School,3.71,2.8,6.29,0,71.59,87.13
STU_06525,23,Male,University,7.6,2.15,5.63,1.1,62.14,69.06
STU_06526,19,Female,College,4.09,3.91,6.59,1.76,85.06,90.4
STU_06527,16,Male,High School,2.95,2.41,7.95,3,84.12,88.87
STU_06528,25,Male,University,3.5,2.24,7.14,0,56.45,68.59
STU_06529,16,Female,High School,5.75,1.84,7.25,1.68,74.07,85.34
STU_06530,21,Female,College,11.8,1.97,4.99,0,51,71.55
STU_06531,18,Female,College,7.93,3.11,5.1,2.04,71.17,77
STU_06532,16,Male,High School,1.48,3.62,6.14,1.65,76.91,99.48
STU_06533,14,Female,High School,5.09,1.21,6.24,2.17,63.8,97.92
STU_06534,18,Male,College,2.54,2.88,7.02,0.98,80.01,71.84
STU_06535,14,Female,High School,3.52,0.89,6.82,2.71,66.56,96.9
STU_06536,17,Female,High School,3.74,3.63,5.9,0,80.53,98.26
STU_06537,18,Female,College,4.28,5.15,6.34,1.31,63.83,86.54
STU_06538,16,Male,High School,6.7,3.49,5.51,1.93,74.93,77.49
STU_06539,25,Female,University,3.85,1.93,5.28,2.32,76.4,92.69
STU_06540,15,Female,High School,4.92,4.35,7.13,0,65.17,83.93
STU_06541,19,Female,College,4.48,0.27,6.73,0.76,85.68,94.31
STU_06542,14,Male,High School,2.75,3.04,6.87,0.33,71.21,73.89
STU_06543,25,Female,University,3.15,7.59,6.57,1.6,72.38,99.56
STU_06544,23,Female,University,2.98,0.92,6.77,1.85,83.43,92.51
STU_06545,18,Male,College,6.16,1.92,6.74,1.13,68.02,73.11
STU_06546,25,Male,University,3.57,2.1,9.09,0.46,70.2,99.38
STU_06547,16,Male,High School,8.92,0.49,7.48,1.84,58.58,98.44
STU_06548,18,Male,College,2.54,1.15,6.14,0.4,75.09,83.42
STU_06549,16,Male,High School,2.54,2.55,4.75,0,71.94,79.44
STU_06550,16,Male,High School,1.83,5.4,7.87,0.59,75.29,97.76
STU_06551,16,Female,High School,4.23,3.36,7.11,0.37,74.96,97.4
STU_06552,21,Female,College,3.15,4.52,7.22,0.5,74.49,97.29
STU_06553,19,Male,College,3.62,4,5.87,1.5,74.54,83.66
STU_06554,15,Female,High School,7.06,3.12,5.4,0,80.35,72.5
STU_06555,15,Female,High School,4.08,0,7.08,2.16,78.78,82.78
STU_06556,18,Male,College,3.56,5.4,6.85,1.36,80.61,98.79
STU_06557,18,Male,College,5.21,4.35,8.74,0.74,78.31,97.88
STU_06558,16,Female,High School,4.97,3.01,7.43,1.69,84.92,89.21
STU_06559,21,Female,College,6.38,0.19,6.83,0,60.65,82.96
STU_06560,16,Female,High School,6.59,0,3.18,0.98,52.54,72.61
STU_06561,21,Female,College,5.63,0.34,6.93,0.25,63.79,81.4
STU_06562,16,Male,High School,6.84,1.26,6.52,0.67,55.26,71.52
STU_06563,14,Female,High School,2.8,3.16,5.41,0.97,72,81.54
STU_06564,14,Male,High School,4.2,2.05,7.41,0.36,57.68,65.12
STU_06565,17,Male,High School,4.81,2.67,8.09,0.09,77.91,77.27
STU_06566,16,Male,High School,4.72,3.5,8.77,1.06,76.76,97.77
STU_06567,19,Male,College,11.74,4.68,5.14,0.45,49.56,64.17
STU_06568,23,Female,University,7.24,1.37,5.63,2.34,68.58,97.05
STU_06569,17,Female,High School,7.15,0,7.91,1.36,64.74,83.33
STU_06570,18,Non-binary,College,3.78,1.06,5.9,0,60.82,82.3
STU_06571,22,Male,University,4.33,3.58,6.71,0,76.75,58.69
STU_06572,16,Non-binary,High School,6.41,4.01,4.73,0.95,72.49,91.13
STU_06573,25,Female,University,8.26,4.05,7.22,1,58.65,75.35
STU_06574,24,Male,University,2.36,1.25,6.31,0.91,79.55,94.99
STU_06575,14,Female,High School,3.32,3.09,7.76,0.7,88.47,99.64
STU_06576,25,Female,University,4,5.24,6.47,1.17,70.75,78.51
STU_06577,22,Male,University,5.15,3.85,7.04,2.57,83.27,99.9
STU_06578,21,Female,College,6.43,0,6.19,2.19,67.6,89.03
STU_06579,22,Female,University,6.29,2.41,6.71,1.1,84.2,92.58
STU_06580,19,Female,College,5.64,1.9,7.61,1.41,72.03,83.39
STU_06581,16,Female,High School,2.6,0,6.54,0.18,76.55,82.56
STU_06582,15,Male,High School,4.07,5.14,6.84,0.22,75.24,76.26
STU_06583,22,Female,University,1.16,0.01,8.83,0.34,74.06,92.49
STU_06584,15,Female,High School,6.95,2.31,5.18,0.83,65.09,71.75
STU_06585,21,Male,College,4.58,4.85,5.54,0,76.7,71.09
STU_06586,17,Male,High School,1.59,0.92,6.32,1.32,67.33,99.65
STU_06587,25,Female,University,10.38,2.44,5.43,1.3,68.95,68.16
STU_06588,15,Male,High School,0,3.38,5.42,2.57,68.93,98.26
STU_06589,17,Female,High School,4.34,1.06,6.87,0.97,68.02,79.21
STU_06590,14,Female,High School,7.79,1.46,8.3,0,75.38,75.27
STU_06591,23,Male,University,3.29,3.04,6.85,0.25,60.54,94.76
STU_06592,16,Male,High School,4.91,3.65,8.9,1.76,81.9,95.82
STU_06593,22,Male,University,5.7,3.92,4.4,0,78.38,94.52
STU_06594,14,Female,High School,0,0.76,5.99,1.33,87.65,89.45
STU_06595,14,Female,High School,1.78,0,5.22,1.33,58.81,97.49
STU_06596,24,Female,University,4.35,4.04,3.33,2.27,60.44,79.33
STU_06597,20,Male,College,4.29,4.74,6.5,0.82,57.17,91.94
STU_06598,13,Female,High School,1.13,7.17,5.26,0.89,59.13,86.36
STU_06599,19,Female,College,4.45,8.13,3.41,0,62.7,77.88
STU_06600,17,Male,High School,5.84,5.67,5.65,1.81,62.91,91.12
STU_06601,23,Female,University,7.72,0.64,6.31,0,67.86,76.38
STU_06602,20,Male,College,5.02,2.15,6.92,0,80.87,84.86
STU_06603,13,Female,High School,2.23,3.66,6.61,1.59,76.08,95.98
STU_06604,23,Male,University,5.93,3.33,6.96,0,79.84,72.19
STU_06605,19,Male,College,6.22,2.2,5.22,2.35,84.74,86.28
STU_06606,17,Female,High School,4.09,4.88,5.19,2.5,57.18,99.02
STU_06607,16,Female,High School,3.56,1.6,8.31,0.45,75.86,75.26
STU_06608,19,Male,College,3.35,2.9,8.68,1.13,75,98.57
STU_06609,22,Female,University,6.07,2.64,4.72,0,70.53,73.32
STU_06610,14,Female,High School,4.15,3.36,6.82,0.27,78.33,85.6
STU_06611,24,Male,University,5.33,3.49,5.27,1.98,81.77,99.24
STU_06612,13,Female,High School,2.64,0.95,5.8,2.38,66.38,91.09
STU_06613,13,Female,High School,4.68,0,7.08,0.3,63.66,87.03
STU_06614,23,Female,University,1.75,1.67,7.39,0.88,80.13,81.07
STU_06615,24,Male,University,3.04,2.95,6.22,0.96,73.39,98.3
STU_06616,13,Female,High School,4.62,3.39,6.03,0,77.31,96.8
STU_06617,24,Female,University,2.64,1.4,5.63,0.75,69.9,90.79
STU_06618,17,Female,High School,3.51,3.02,8.02,1.24,81.4,97.9
STU_06619,22,Male,University,6.4,2.98,6.14,2.99,63.22,94.97
STU_06620,19,Female,College,3.76,1.3,5.69,2.75,85.39,95.64
STU_06621,14,Male,High School,3.59,2.21,6.68,2.77,83.73,90.56
STU_06622,22,Female,University,2.28,0.34,6.74,3.08,72.29,98.27
STU_06623,20,Non-binary,College,3.2,0,6.07,2.42,75.89,86.13
STU_06624,16,Male,High School,4.48,4.7,5.3,0.45,58.39,86.55
STU_06625,24,Male,University,6.08,2.86,5.11,0.2,79.01,86.62
STU_06626,15,Female,High School,0.66,1.89,5.88,1.32,78.5,95.72
STU_06627,22,Female,University,6.51,3.18,6.27,0,73.46,73.56
STU_06628,23,Male,University,3.55,3.34,6.22,3.07,71.71,96.92
STU_06629,20,Female,College,4.26,6.13,8.7,0.92,78,84.59
STU_06630,14,Female,High School,6.26,4.91,6.85,1.66,65.87,94.45
STU_06631,23,Female,University,10.06,3.13,6,2.24,77.35,67.87
STU_06632,23,Female,University,5.86,6.36,5.61,2.18,65.66,99.49
STU_06633,25,Male,University,3.27,2.34,6.39,0.81,66.62,83.48
STU_06634,15,Female,High School,4.96,4.68,4.54,0,63.27,74.2
STU_06635,24,Male,University,5.55,1.54,5.08,1.63,83.02,83.35
STU_06636,15,Male,High School,0.99,2.6,5.78,1.98,74.89,99.37
STU_06637,22,Male,University,1.79,3.71,4.93,2.14,84.57,90.57
STU_06638,23,Female,University,5.51,2.89,6.28,0.39,73.08,59.71
STU_06639,13,Female,High School,5.82,3.02,4.38,0,53.67,67.52
STU_06640,18,Male,College,5.45,2.95,6.75,0,78.88,92.63
STU_06641,14,Female,High School,6.13,4.85,5.88,1.81,84.43,93.1
STU_06642,13,Female,High School,3.57,2.68,8.59,2.35,81.62,90.52
STU_06643,14,Female,High School,7.2,1.43,6.6,2.36,88.17,98.91
STU_06644,24,Female,University,9.05,2.41,4.55,1.43,58.9,97.07
STU_06645,18,Male,College,2.89,4.83,4.96,0.36,75.6,84.72
STU_06646,16,Male,High School,1.35,4.04,8.69,1.67,75.08,92.24
STU_06647,18,Female,College,4.32,2.31,5.55,0.08,68.88,77.89
STU_06648,24,Female,University,6.7,1.1,5.58,0.54,71.91,68.18
STU_06649,21,Male,College,6.15,1.51,5.96,1.71,75.36,97.99
STU_06650,25,Female,University,4.86,2.47,6.46,0.18,65.38,64.74
STU_06651,22,Female,University,0,2.35,9.07,1.44,88.58,99.66
STU_06652,24,Female,University,2.77,1.19,7.16,3.09,81.18,79.57
STU_06653,22,Male,University,7.26,4.21,6.07,3.89,76.43,99.08
STU_06654,20,Female,College,0.14,1.48,7.23,2.46,86.12,99.19
STU_06655,13,Female,High School,4.55,0.87,6.81,0,73.91,86.47
STU_06656,25,Male,University,3.07,2.14,7.8,1.93,64.81,98.5
STU_06657,20,Male,College,6.13,3.34,5.62,0.67,70.19,98.91
STU_06658,21,Male,College,0.33,0.85,6.76,0.89,74.6,76.88
STU_06659,18,Female,College,3.75,2.59,7.85,0.29,79.72,97.93
STU_06660,22,Male,University,4.89,1.72,5.92,0,73.43,98.35
STU_06661,17,Male,High School,3.62,1.91,5.98,1.96,77.94,98.4
STU_06662,18,Male,College,6.01,2.48,7.82,2.02,68.23,96.21
STU_06663,25,Male,University,0.65,3.57,6.68,2.35,66.24,98.02
STU_06664,18,Male,College,1.69,2.52,6.85,0.47,84.4,98.66
STU_06665,21,Female,College,3.68,7.21,5.81,0.67,56.23,70.98
STU_06666,16,Female,High School,5.34,3.74,5.68,3.62,84.38,98.04
STU_06667,14,Female,High School,5.78,3.23,5.94,0,73.16,52.01
STU_06668,23,Male,University,4.93,1.95,6.23,1.2,83.06,97.81
STU_06669,23,Male,University,2.2,1.59,8.08,0.17,68.31,96.89
STU_06670,21,Male,College,3.01,4.32,5.54,1.19,72.3,93
STU_06671,14,Male,High School,7.26,0,8.75,0,71.15,81.86
STU_06672,22,Male,University,9.55,4.52,4.82,0.38,75.76,81.65
STU_06673,21,Male,College,6.02,4.59,7.18,1.96,82.64,98.6
STU_06674,14,Non-binary,High School,5.36,2.29,4.75,0.35,55.12,80.16
STU_06675,24,Male,University,1.62,4.58,6,2.16,78.25,99.53
STU_06676,20,Female,College,4.99,1.98,6.29,0,74.24,90.18
STU_06677,21,Male,College,0.29,2.33,6.18,2.17,80.44,95.33
STU_06678,24,Male,University,7.78,3.42,6.69,0,73.3,82.07
STU_06679,22,Female,University,5.9,1.83,7.11,0.48,67.27,85.8
STU_06680,21,Male,College,4.36,3.78,5.62,1.49,75.73,63.3
STU_06681,22,Male,University,1.6,1.66,4.91,2.45,74.35,99.02
STU_06682,21,Non-binary,College,4.95,3,7.21,0.74,72.78,88.03
STU_06683,14,Female,High School,0.74,7.25,6.76,1.21,80.78,99.22
STU_06684,16,Male,High School,3.71,3.37,6.02,0.04,82.97,98.23
STU_06685,19,Male,College,5.54,4.46,5.53,1.75,77.61,89.43
STU_06686,24,Female,University,2.72,4.14,5.83,2.86,68.52,97.58
STU_06687,14,Female,High School,4.4,0,7.86,0,80.44,82.77
STU_06688,13,Male,High School,10.33,2.33,5.31,0,70.41,62.1
STU_06689,15,Male,High School,0.03,4.97,8.65,1.63,85.83,97.93
STU_06690,24,Female,University,2.57,0.37,9.92,3.47,80.54,98.5
STU_06691,16,Male,High School,3.85,2.19,7.5,1.97,86.38,97.85
STU_06692,20,Male,College,3.17,6.34,9.1,0.2,80.66,89.51
STU_06693,18,Female,College,5.63,0.47,7.45,0,72.92,59.39
STU_06694,23,Male,University,5.85,4.57,5.73,1.47,69.98,91.31
STU_06695,14,Female,High School,4.61,0.95,8.68,0.38,85.98,78.21
STU_06696,21,Female,College,4.84,3.52,6.23,0,79.74,88.29
STU_06697,14,Female,High School,0.01,3.82,10.04,0,85.66,91.22
STU_06698,25,Male,University,5.68,3.95,5.64,2.33,69.28,90.51
STU_06699,24,Male,University,4.98,0.81,7.79,0.19,80.55,84.81
STU_06700,17,Male,High School,2.77,4.61,6.63,0,78.37,86.22
STU_06701,24,Male,University,8.55,1.23,4.81,0,46.35,76.16
STU_06702,16,Female,High School,4.32,0,5.78,0.87,78.78,83.98
STU_06703,25,Male,University,5.06,0.74,3.78,1.57,73.28,75.69
STU_06704,19,Male,College,4.4,1,6.66,1.78,82.81,99.39
STU_06705,20,Male,College,0.37,3.86,7.68,1.53,74.57,83.28
STU_06706,17,Male,High School,1.97,4.33,4.17,2.38,73.09,98.9
STU_06707,22,Female,University,3.81,2.77,2.91,2.58,83.88,90.14
STU_06708,17,Female,High School,6.96,0.77,5.31,1.88,47.57,99.52
STU_06709,14,Female,High School,3.36,1.55,6.96,3.18,80.66,98.15
STU_06710,20,Female,College,5.01,2.35,5.32,2,63.64,68.56
STU_06711,14,Female,High School,5.64,0.28,6.81,0,71.13,77.34
STU_06712,22,Male,University,2.5,0.51,6.37,2.26,72.21,82.28
STU_06713,24,Male,University,2.16,2.49,5.25,1.31,80.53,96.99
STU_06714,18,Female,College,2.8,2.12,7.73,1.72,52.48,98.61
STU_06715,20,Male,College,2.64,0.52,7.42,1.68,88.2,97.29
STU_06716,18,Male,College,1.78,4.84,6.3,2.72,80.97,92.89
STU_06717,16,Non-binary,High School,6.66,1.24,4.12,0.29,58.65,76.81
STU_06718,25,Male,University,5.96,0.36,5.91,0.62,81.1,97.05
STU_06719,16,Female,High School,1.79,4.82,5.66,1.06,80.86,73.7
STU_06720,18,Female,College,4.92,3.05,5.78,1.86,77.05,98.78
STU_06721,25,Male,University,3.69,1.98,5.7,2.44,66.6,92.89
STU_06722,16,Male,High School,4.2,1.24,6.32,0.14,72.79,61.28
STU_06723,20,Female,College,4.58,1.84,6.2,2.76,80.73,88.57
STU_06724,21,Male,College,0.8,1.18,8.3,2.91,80.5,99.28
STU_06725,13,Male,High School,0,1.57,6.46,1.04,62.22,87.44
STU_06726,25,Female,University,4.55,2.81,6.63,0.47,59.87,85.25
STU_06727,16,Male,High School,3.53,0.87,5.77,2.54,74.11,92.58
STU_06728,16,Male,High School,3.94,0,6.03,1.17,82.1,78.44
STU_06729,14,Male,High School,2.88,5.55,5.72,0,49.19,88.03
